Month,Category,Item,Option,Quantity,Price Per Unit,Total Profit
May,Medicines,Medicine,Methyldopa,4.00,22.50,90.00
June,Services,Obstetrics and Gynecology Consultation,N/A,699.00,599.25,418879.00
June,Services,Pediatrics Consultation,N/A,556.00,599.81,333493.00
June,Ultrasound,Obstetrics and Gynecology,Transvaginal,199.00,1198.92,238586.00
June,Services,Laser Circumcision,N/A,37.00,4445.95,164500.00
June,Vaccines,Flu Vaccine,N/A,75.00,1995.23,149642.00
June,Ultrasound,Obstetrics and Gynecology,Congenital Anomaly Scan,56.00,2500.00,140000.00
June,Ultrasound,Obstetrics and Gynecology,BPS + Biometry,73.00,1300.00,94900.00
June,Vaccines,Rotateq Vaccine,N/A,31.00,2500.00,77500.00
June,Ultrasound,Obstetrics and Gynecology,Pelvic,62.00,1200.00,74400.00
June,Vaccines,"6 IN 1 ""Hexaxim"" Vaccine",N/A,18.00,4000.00,72000.00
June,Vaccines,"PCV ""Pneumoccoccal"" Vaccine",N/A,16.00,4000.00,64000.00
June,Vaccines,Rotarix Vaccine,N/A,21.00,3000.00,63000.00
June,Services,Regular Circumcision,N/A,24.00,2500.00,60000.00
June,Others,Non-Stress Test,N/A,40.00,1000.00,40000.00
June,Medical Certificate,Swab Test,N/A,33.00,1200.00,39600.00
June,Vaccines,GARDASIL 9 Vaccine,N/A,4.00,8875.00,35500.00
June,Laboratory,Medical Packages,Thyroid Function Test,19.00,1783.05,33878.00
June,Ultrasound,Obstetrics and Gynecology,3D-4D Ultrasound,12.00,2425.58,29107.00
June,Medical Certificate,Medical Certificate,N/A,70.00,410.00,28700.00
June,Laboratory,Clinical Microbiology,Papsmear,36.00,792.06,28514.00
June,Vaccines,Japanese Encephalitis Vaccine,N/A,7.00,4000.00,28000.00
June,Services,REI,N/A,35.00,800.00,28000.00
June,Services,Endocrinologist Consultation,N/A,33.00,800.00,26400.00
June,Medicines,Miscellaneous,DERMLIN,12.00,2000.00,24000.00
June,Laboratory,Medical Packages,Buntis Package B,9.00,2500.00,22500.00
June,Medicines,Medicine,Calcium Carbonate + D3 (Calcidin),1804.00,12.00,21648.00
June,Ultrasound,Obstetrics and Gynecology,5D ULTRASOUND,7.00,2923.43,20464.00
June,Laboratory,Clinical Chemistry,75 Gram OGTT,16.00,1200.00,19200.00
June,Medicines,Medicine,Multivitamins (Mosvit Elite),1065.00,18.00,19170.00
June,Services,Urology Consultation,N/A,24.00,788.08,18914.00
June,Vaccines,TD Vaccine,N/A,21.00,860.00,18060.00
June,Ultrasound,Obstetrics and Gynecology,Biometry,15.00,1200.00,18000.00
June,Surgeon,Surgery Procedure (17000),N/A,1.00,17000.00,17000.00
June,Vaccines,Tetanus Toxoid Vaccine,N/A,32.00,500.00,16000.00
June,Vaccines,MMR Vaccine,N/A,6.00,2450.00,14700.00
June,Vaccines,Meningococcal Vaccine,N/A,3.00,4000.00,12000.00
June,Medicines,Medicine,Ferrous + Folic Acid (Prenat),937.00,12.00,11244.00
June,Ultrasound,Obstetrics and Gynecology,Transrectal,9.00,1200.00,10800.00
June,Vaccines,Varicella Vaccine,N/A,3.00,3500.00,10500.00
June,Ultrasound,General Ultrasound,Scrotal Ultrasound (with Doppler),6.00,1700.00,10200.00
June,Vaccines,Hepatitis A Vaccine,N/A,4.00,2500.00,10000.00
June,Medicines,Family Planning,DMPA (Depotrust),19.00,500.00,9500.00
June,Medicines,Miscellaneous,Tuli After Care Package,11.00,850.00,9350.00
June,Laboratory,Hematology,Complete Blood Count (CBC),22.00,400.00,8800.00
June,Medicines,Medicine,Gestron,134.00,65.00,8710.00
June,Medicines,Medicine,Heragest,133.00,65.00,8645.00
June,Medicines,Medicine,Evening Primrose (Primdin),231.00,35.00,8085.00
June,Ultrasound,General Ultrasound,Whole Abdomen,5.00,1578.40,7892.00
June,Laboratory,Clinical Chemistry,HIV Screening,12.00,650.00,7800.00
June,Surgeon,Surgery Procedure (7500),N/A,1.00,7500.00,7500.00
June,Services,Surgery Consultation,N/A,12.00,600.00,7200.00
June,Ultrasound,General Ultrasound,Breast - Chest Ultrasound (Bilateral),4.00,1700.00,6800.00
June,Medicines,Medicine,Folic Acid (Quatrofol),435.00,15.00,6525.00
June,Surgeon,Surgery Procedure (6500),N/A,1.00,6500.00,6500.00
June,Vaccines,MMRV Vaccine,N/A,1.00,6500.00,6500.00
June,Laboratory,Clinical Chemistry,FBS,9.00,650.00,5850.00
June,Medicines,Medicine,Metindaz,42.00,130.00,5460.00
June,Laboratory,Medical Packages,Lipid Profile,6.00,863.17,5179.00
June,Ultrasound,Obstetrics and Gynecology,TVS w Follicle Monitoring,3.00,1700.00,5100.00
June,Services,Ear Piercing,N/A,5.00,1000.00,5000.00
June,Surgeon,Surgery Procedure (4500),N/A,2.00,2500.00,5000.00
June,Services,Intramuscular Injection,N/A,6.00,800.00,4800.00
June,Medicines,Medicine,Clindamycin (Vagilin),28.00,170.00,4760.00
June,Services,Intrauterine Device Insertion,N/A,2.00,2300.00,4600.00
June,Laboratory,Clinical Microscopy,Urinalysis,23.00,200.00,4600.00
June,Medicines,Medicine,Dydrogesterone (Duphaston),51.00,85.00,4335.00
June,Services,Cardiology Consultation,N/A,6.00,704.67,4228.00
June,Ultrasound,Obstetrics and Gynecology,Cervical Length,6.00,700.00,4200.00
June,Laboratory,Clinical Microbiology,Urine C-S,5.00,800.00,4000.00
June,Medicines,Medicine,Medroxyprogesterone (DB-10),42.00,80.00,3360.00
June,Laboratory,Hematology,ABO RH Typing,11.00,300.00,3300.00
June,Medicines,Medicine,Vitamin C + Zinc (Pearly-C),264.00,12.00,3168.00
June,Vaccines,Typhoid Vaccine,N/A,1.00,3000.00,3000.00
June,Medicines,Family Planning,FAYE,5.00,600.00,3000.00
June,Vaccines,Inactivated Polio Vaccine (IPV),N/A,3.00,1000.00,3000.00
June,Medicines,Miscellaneous,Feminine Wash (Femcare),12.00,250.00,3000.00
June,Vaccines,PPD Test,N/A,6.00,500.00,3000.00
June,Ultrasound,General Ultrasound,Kidneys Ureters and Bladder (KUB),2.00,1400.00,2800.00
June,Laboratory,Hematology,Platelet Count (PC),11.00,250.00,2750.00
June,Surgeon,Surgery Procedure (2500),N/A,1.00,2500.00,2500.00
June,Ultrasound,Obstetrics and Gynecology,Fetal - Maternal Doppler Velocimetry,1.00,2500.00,2500.00
June,Medicines,Medicine,Mupirocin Ointment (Mupiderm),10.00,250.00,2500.00
June,Laboratory,Clinical Chemistry,VDRL-RPR,5.00,450.00,2250.00
June,Laboratory,Clinical Chemistry,HBsAg Screening,5.00,450.00,2250.00
June,Ultrasound,General Ultrasound,Cranial Ultrasound (Pedia),1.00,2200.00,2200.00
June,Laboratory,Miscellaneous,HbA1c,4.00,550.00,2200.00
June,Medicines,Medicine,Mommalac,141.00,15.00,2115.00
June,Ultrasound,General Ultrasound,Inguinoscrotal Ultrasound (with doppler),1.00,1900.00,1900.00
June,Medicines,Medicine,Evening Primrose (PRIMAVIX),54.00,35.00,1890.00
June,Services,Implant Removal,N/A,1.00,1800.00,1800.00
June,Laboratory,Clinical Chemistry,Creatinine,6.00,300.00,1800.00
June,Laboratory,Clinical Chemistry,Blood Urea Nitrogen (BUN),6.00,300.00,1800.00
June,Ultrasound,General Ultrasound,Neck Ultrasound (Thyroid Submandibular and Lymph N,1.00,1700.00,1700.00
June,Laboratory,Medical Packages,Buntis Package A,1.00,1700.00,1700.00
June,Others,Administration Fee,N/A,1.00,1500.00,1500.00
June,Ultrasound,Obstetrics and Gynecology,CERVICAL LENGTH,2.00,700.00,1400.00
June,Medicines,Miscellaneous,Pregnancy Test,11.00,120.00,1320.00
June,Laboratory,Clinical Chemistry,SGOT,5.00,250.00,1250.00
June,Laboratory,Clinical Chemistry,SGPT,5.00,250.00,1250.00
June,Others,Catheter Change,N/A,1.00,1232.00,1232.00
June,Laboratory,Miscellaneous,KOH,2.00,600.00,1200.00
June,Laboratory,Clinical Microbiology,Gram Stain,2.00,600.00,1200.00
June,Medicines,Medicine,Cefurox,30.00,35.00,1050.00
June,Laboratory,Clinical Chemistry,Potassium,3.00,350.00,1050.00
June,Laboratory,Clinical Chemistry,Sodium,3.00,350.00,1050.00
June,Medicines,Medicine,Cefuroxime Axetil (Aerox),28.00,35.00,980.00
June,Laboratory,Miscellaneous,Beta Hcg,1.00,900.00,900.00
June,Medicines,Medicine,Methylergometrine (Ergojen),32.00,25.00,800.00
June,Pediatric Medicines,Salinase Max,N/A,3.00,250.00,750.00
June,Medicines,Medicine,Momalac,50.00,15.00,750.00
June,Medicines,Miscellaneous,Dexa,1.00,750.00,750.00
June,Ultrasound,Obstetrics and Gynecology,Placental Localization,1.00,700.00,700.00
June,Laboratory,Clinical Chemistry,TSH,1.00,650.00,650.00
June,Medicines,Medicine,Metformin,42.00,15.00,630.00
June,Laboratory,Miscellaneous,Wet Smear,1.00,600.00,600.00
June,Medicines,Miscellaneous,Drysheet - Underpad,11.00,50.00,550.00
June,Pediatric Medicines,Azithromycin (Azythrex),N/A,1.00,500.00,500.00
June,Ultrasound,Obstetrics and Gynecology,Follicle Monitoring,1.00,500.00,500.00
June,Laboratory,Clinical Microscopy,Fecalysis,2.00,250.00,500.00
June,Pediatric Medicines,Vivalyte,N/A,5.00,100.00,500.00
June,Laboratory,Clinical Chemistry,Amylase,1.00,500.00,500.00
June,Laboratory,Clinical Chemistry,Magnesium,1.00,411.00,411.00
June,Pediatric Medicines,Simeticone (Restime),N/A,2.00,200.00,400.00
June,Laboratory,Clinical Chemistry,Chloride,1.00,350.00,350.00
June,Laboratory,Clinical Chemistry,Alkaline Phosphatase,1.00,350.00,350.00
June,Laboratory,Clinical Chemistry,Uric Acid,1.00,300.00,300.00
June,Laboratory,Miscellaneous,Serum Preg Test,1.00,300.00,300.00
June,Pediatric Medicines,Nasatapp Drops,N/A,2.00,150.00,300.00
June,Others,Administration Fee,N/A,1.00,250.00,250.00
June,Pediatric Medicines,Provits 120 ml,N/A,1.00,250.00,250.00
June,Laboratory,Clinical Chemistry,Total Calcium,1.00,250.00,250.00
June,Laboratory,Clinical Chemistry,Cholesterol,1.00,200.00,200.00
June,Pediatric Medicines,Appebon,N/A,1.00,200.00,200.00
June,Pediatric Medicines,Paracetamol Syrup (Tempra),N/A,1.00,200.00,200.00
June,Pediatric Medicines,Cetirizine (Allerkid Drops),N/A,1.00,180.00,180.00
June,Services,Clinical Fee,N/A,1.00,150.00,150.00
June,Medicines,Miscellaneous,Gauze 4x4,20.00,6.00,120.00
June,Medicines,Miscellaneous,"Micropore 1""",2.00,50.00,100.00
June,Medicines,Miscellaneous,Speculum,2.00,50.00,100.00
June,Pediatric Medicines,Zinc Oxide and Calamine (Calmoseptine),N/A,2.00,50.00,100.00
June,Medicines,Miscellaneous,Wee bag,5.00,15.00,75.00
June,Medicines,Miscellaneous,Urine Container,6.00,10.00,60.00
July,Services,Obstetrics and Gynecology Consultation,N/A,728.00,597.53,435000.00
July,Services,Pediatrics Consultation,N/A,552.00,600.00,331200.00
July,Ultrasound,Obstetrics and Gynecology,Transvaginal,164.00,1190.07,195172.00
July,Services,Laser Circumcision,N/A,43.00,4360.47,187500.00
July,Ultrasound,Obstetrics and Gynecology,Congenital Anomaly Scan,57.00,2500.00,142500.00
July,Vaccines,Flu Vaccine,N/A,68.00,1992.65,135500.00
July,Vaccines,"PCV ""Pneumoccoccal"" Vaccine",N/A,32.00,4000.00,128000.00
July,Vaccines,Rotateq Vaccine,N/A,47.00,2500.00,117500.00
July,Ultrasound,Obstetrics and Gynecology,BPS + Biometry,85.00,1291.15,109748.00
July,Vaccines,"6 IN 1 ""Hexaxim"" Vaccine",N/A,27.00,4000.00,108000.00
July,Services,Regular Circumcision,N/A,35.00,2487.26,87054.00
July,Ultrasound,Obstetrics and Gynecology,Pelvic,55.00,1200.00,66000.00
July,Others,Non-Stress Test,N/A,35.00,1000.00,35000.00
July,Surgeon,Surgery Procedure (2500),N/A,13.00,2500.00,32500.00
July,Medical Certificate,Medical Certificate,N/A,63.00,500.00,31500.00
July,Vaccines,Rotarix Vaccine,N/A,10.00,3000.00,30000.00
July,Laboratory,Medical Packages,Buntis Package B,12.00,2500.00,30000.00
July,Medical Certificate,Swab Test,N/A,24.00,1200.00,28800.00
July,Surgeon,Surgery Procedure (9500),N/A,3.00,9500.00,28500.00
July,Ultrasound,General Ultrasound,Breast - Chest Ultrasound (Bilateral),16.00,1700.00,27200.00
July,Surgeon,Surgery Procedure (4500),N/A,6.00,4500.00,27000.00
July,Laboratory,Clinical Microbiology,Papsmear,33.00,800.00,26400.00
July,Services,REI,N/A,32.00,791.06,25314.00
July,Laboratory,Medical Packages,Thyroid Function Test,14.00,1800.00,25200.00
July,Ultrasound,Obstetrics and Gynecology,5D ULTRASOUND,8.00,3000.00,24000.00
July,Laboratory,Clinical Chemistry,75 Gram OGTT,20.00,1189.30,23786.00
July,Vaccines,TD Vaccine,N/A,27.00,822.44,22206.00
July,Vaccines,MMR Vaccine,N/A,8.00,2500.00,20000.00
July,Vaccines,MMRV Vaccine,N/A,3.00,6500.00,19500.00
July,Medicines,Medicine,Cholecalciferol + Calcium (Calvit Gold),1276.00,15.00,19140.00
July,Services,Endocrinologist Consultation,N/A,24.00,794.04,19057.00
July,Vaccines,Tetanus Toxoid Vaccine,N/A,36.00,500.00,18000.00
July,Medicines,Medicine,Heragest,269.00,65.00,17485.00
July,Ultrasound,Obstetrics and Gynecology,Biometry,14.00,1184.71,16586.00
July,Vaccines,Japanese Encephalitis Vaccine,N/A,4.00,4000.00,16000.00
July,Medicines,Miscellaneous,Tuli After Care Package,18.00,850.00,15300.00
July,Services,Surgery Consultation,N/A,26.00,580.77,15100.00
July,Vaccines,Varicella Vaccine,N/A,4.00,3500.00,14000.00
July,Medicines,Medicine,Multivitamins (Mosvit Elite),720.00,18.00,12960.00
July,Ultrasound,General Ultrasound,Whole Abdomen,8.00,1517.75,12142.00
July,Services,Urology Consultation,N/A,15.00,790.47,11857.00
July,Medicines,Family Planning,DMPA (Depotrust),21.00,500.00,10500.00
July,Vaccines,Hepatitis A Vaccine,N/A,4.00,2500.00,10000.00
July,Laboratory,Clinical Chemistry,HIV Screening,15.00,650.00,9750.00
July,Medicines,Medicine,Ferrous + Folic Acid (Prenat),757.00,12.00,9084.00
July,Services,Cardiology Consultation,N/A,13.00,683.46,8885.00
July,Vaccines,Meningococcal Vaccine,N/A,2.00,4000.00,8000.00
July,Medicines,Medicine,Evening Primrose (PRIMAVIX),226.00,35.00,7910.00
July,Laboratory,Hematology,Complete Blood Count (CBC),19.00,400.00,7600.00
July,Surgeon,Surgery Procedure (7500),N/A,1.00,7500.00,7500.00
July,Medicines,Medicine,Metindaz,56.00,124.20,6955.00
July,Laboratory,Clinical Microscopy,Urinalysis,33.00,200.00,6600.00
July,Laboratory,Medical Packages,Blood Chemistry (Hypertension),2.00,3200.00,6400.00
July,Laboratory,Clinical Microbiology,Urine C-S,7.00,800.00,5600.00
July,Medicines,Medicine,Folic Acid (Quatrofol),368.00,15.00,5520.00
July,Surgeon,Surgery Procedure (5500),N/A,1.00,5500.00,5500.00
July,Others,Catheter Change,N/A,4.00,1366.00,5464.00
July,Medicines,Medicine,Gestron,84.00,65.00,5460.00
July,Medicines,Medicine,Clindamycin Phosphate (Vagclr-M),21.00,250.00,5250.00
July,Ultrasound,Obstetrics and Gynecology,TVS w Follicle Monitoring,3.00,1700.00,5100.00
July,Ultrasound,Obstetrics and Gynecology,3D-4D Ultrasound,2.00,2500.00,5000.00
July,Ultrasound,Obstetrics and Gynecology,Transrectal,4.00,1200.00,4800.00
July,Ultrasound,Obstetrics and Gynecology,CERVICAL LENGTH,7.00,682.14,4775.00
July,Medicines,Medicine,Isoxsuprine Hcl (Duvaprine),176.00,25.00,4400.00
July,Medicines,Miscellaneous,DERMLIN,2.00,2000.00,4000.00
July,Ultrasound,Obstetrics and Gynecology,BPS + Biometry w- Cervical Length,2.00,2000.00,4000.00
July,Laboratory,Medical Packages,Lipid Profile,4.00,1000.00,4000.00
July,Medicines,Medicine,Evening Primrose (Primdin),101.00,35.00,3535.00
July,Ultrasound,Obstetrics and Gynecology,Cervical Length,5.00,700.00,3500.00
July,Laboratory,Miscellaneous,HbA1c,6.00,550.00,3300.00
July,Laboratory,Clinical Chemistry,FBS,5.00,650.00,3250.00
July,Medicines,Medicine,Mommalac,224.00,14.28,3199.00
July,Medicines,Medicine,Dydrogesterone (Duphaston),37.00,85.00,3145.00
July,Vaccines,Typhoid Vaccine,N/A,1.00,3000.00,3000.00
July,Laboratory,Clinical Chemistry,HBsAg Screening,6.00,450.00,2700.00
July,Laboratory,Clinical Chemistry,VDRL-RPR,6.00,450.00,2700.00
July,Ultrasound,General Ultrasound,Kidneys Ureters and Bladder (KUB),2.00,1275.00,2550.00
July,Ultrasound,Obstetrics and Gynecology,Fetal - Maternal Doppler Velocimetry,1.00,2500.00,2500.00
July,Services,Intramuscular Injection,N/A,3.00,800.00,2400.00
July,Laboratory,Hematology,ABO RH Typing,8.00,300.00,2400.00
July,Services,Intrauterine Device Removal,N/A,1.00,2300.00,2300.00
July,Ultrasound,General Ultrasound,Cranial Ultrasound (Pedia),1.00,2200.00,2200.00
July,Laboratory,Clinical Chemistry,Creatinine,7.00,300.00,2100.00
July,Medicines,Medicine,Methylergometrine (Ergojen),84.00,25.00,2100.00
July,Ultrasound,Obstetrics and Gynecology,Placental Localization,3.00,700.00,2100.00
July,Medicines,Medicine,Mupirocin Ointment (Mupiderm),8.00,250.00,2000.00
July,Medicines,Medicine,Medroxyprogesterone (DB-10),25.00,80.00,2000.00
July,Ultrasound,General Ultrasound,Whole Abdomen (to r-o acute appendicitis),1.00,1900.00,1900.00
July,Services,Implant Removal,N/A,1.00,1800.00,1800.00
July,Laboratory,Miscellaneous,Rubella IgG,1.00,1800.00,1800.00
July,Laboratory,Clinical Chemistry,Blood Urea Nitrogen (BUN),6.00,300.00,1800.00
July,Pediatric Medicines,Salinase Max,N/A,7.00,250.00,1750.00
July,Laboratory,Clinical Chemistry,Potassium,5.00,350.00,1750.00
July,Laboratory,Hematology,Platelet Count (PC),7.00,250.00,1750.00
July,Laboratory,Medical Packages,Buntis Package A,1.00,1700.00,1700.00
July,Ultrasound,General Ultrasound,Neck Ultrasound (Thyroid Submandibular and Lymph N,1.00,1700.00,1700.00
July,Vaccines,PPD Test,N/A,3.00,500.00,1500.00
July,Vaccines,BCG Vaccine,N/A,1.00,1500.00,1500.00
July,Laboratory,Clinical Chemistry,SGPT,6.00,250.00,1500.00
July,Medicines,Miscellaneous,Feminine Wash (Femcare),6.00,250.00,1500.00
July,Ultrasound,General Ultrasound,Thyroid Ultrasound,1.00,1400.00,1400.00
July,Laboratory,Clinical Chemistry,Sodium,4.00,350.00,1400.00
July,Laboratory,Clinical Chemistry,SGOT,5.00,250.00,1250.00
July,Laboratory,Clinical Microbiology,Gram Stain,2.00,600.00,1200.00
July,Medicines,Family Planning,FAYE,2.00,600.00,1200.00
July,Ultrasound,General Ultrasound,Soft Tissue Ultrasound (ex. Axillary),1.00,1200.00,1200.00
July,Medicines,Medicine,Clindamycin (Vagilin),7.00,170.00,1190.00
July,Ultrasound,General Ultrasound,Lower Abdomen (KUB plus Prostate OR Pelvic Structure,1.00,1150.00,1150.00
July,Medicines,Medicine,Vitamin C + Zinc (Pearly-C),95.00,12.00,1140.00
July,Laboratory,Clinical Chemistry,Magnesium,2.00,500.00,1000.00
July,Services,Ear Piercing,N/A,1.00,1000.00,1000.00
July,Others,Administration Fee,N/A,4.00,250.00,1000.00
July,Ultrasound,General Ultrasound,Prostate Gland only,1.00,1000.00,1000.00
July,Medicines,Medicine,Momalac,60.00,15.00,900.00
July,Laboratory,Clinical Chemistry,Uric Acid,3.00,300.00,900.00
July,Medicines,Medicine,Calcium Carbonate + D3 (Calcidin),70.00,12.00,840.00
July,Pediatric Medicines,Nasatapp Drops,N/A,5.00,150.00,750.00
July,Medicines,Miscellaneous,Pregnancy Test,6.00,120.00,720.00
July,Medicines,Medicine,Folic Acid (Folitrene),40.00,15.00,600.00
July,Medicines,Family Planning,ALTHEA,1.00,600.00,600.00
July,Laboratory,Clinical Chemistry,Ionized Calcium,1.00,600.00,600.00
July,Pediatric Medicines,Vivalyte,N/A,6.00,100.00,600.00
July,Medicines,Medicine,Isoxsuprine Hcl (Duvatrene),21.00,25.00,525.00
July,Medicines,Medicine,Clomifene Citrate (Ova-mit),5.00,100.00,500.00
July,Laboratory,Miscellaneous,Hepa Titer,1.00,500.00,500.00
July,Pediatric Medicines,Hydroaid,N/A,5.00,100.00,500.00
July,Pediatric Medicines,Iron B and Complex (Ferlin),N/A,2.00,250.00,500.00
July,Pediatric Medicines,Azithromycin (Azythrex),N/A,1.00,500.00,500.00
July,Medicines,Medicine,Cefurox,14.00,35.00,490.00
July,Medicines,Medicine,Cefuroxime Axetil (Uroxime),14.00,35.00,490.00
July,Pediatric Medicines,Paracetamol Drops (Tempra),N/A,3.00,150.00,450.00
July,Laboratory,Clinical Chemistry,LDH,1.00,350.00,350.00
July,Laboratory,Clinical Chemistry,Chloride,1.00,350.00,350.00
July,Laboratory,Miscellaneous,Phosphorus,1.00,350.00,350.00
July,Pediatric Medicines,Cetirizine (Hydrochloride Allercon-25),N/A,2.00,150.00,300.00
July,Pediatric Medicines,Provits 120 ml,N/A,1.00,250.00,250.00
July,Laboratory,Clinical Microscopy,Fecalysis,1.00,250.00,250.00
July,Medicines,Miscellaneous,Drysheet - Underpad,5.00,50.00,250.00
July,Pediatric Medicines,Zinc Sulfate (E-Zinc) 15ml,N/A,2.00,120.00,240.00
July,Medicines,Miscellaneous,Gauze 4x4,35.00,6.00,210.00
July,Surgeon,Surgery Procedure (100),N/A,2.00,100.00,200.00
July,Pediatric Medicines,Zinc Oxide and Calamine (Calmoseptine),N/A,4.00,50.00,200.00
July,Services,Clinical Fee,N/A,1.00,150.00,150.00
July,Medicines,Miscellaneous,"Micropore 1""",3.00,50.00,150.00
July,Medicines,Miscellaneous,Wee bag,5.00,15.00,75.00
July,Medicines,Medicine,Methyldopa,2.00,25.00,50.00
July,Medicines,Miscellaneous,Urine Container,4.00,10.00,40.00
August,Services,Obstetrics and Gynecology Consultation,N/A,707.00,584.69,413373.00
August,Services,Pediatrics Consultation,N/A,494.00,590.47,291693.00
August,Ultrasound,Obstetrics and Gynecology,Transvaginal,178.00,1191.15,212024.00
August,Services,Laser Circumcision,N/A,31.00,4500.00,139500.00
August,Ultrasound,Obstetrics and Gynecology,Congenital Anomaly Scan,51.00,2490.20,127000.00
August,Ultrasound,Obstetrics and Gynecology,BPS + Biometry,86.00,1297.29,111567.00
August,Vaccines,Flu Vaccine,N/A,54.00,2000.00,108000.00
August,Vaccines,Rotateq Vaccine,N/A,40.00,2500.00,100000.00
August,Vaccines,"PCV ""Pneumoccoccal"" Vaccine",N/A,24.00,4000.00,96000.00
August,Vaccines,"6 IN 1 ""Hexaxim"" Vaccine",N/A,21.00,4000.00,84000.00
August,Ultrasound,Obstetrics and Gynecology,Pelvic,49.00,1195.10,58560.00
August,Services,Regular Circumcision,N/A,15.00,2500.00,37500.00
August,Services,Endocrinologist Consultation,N/A,47.00,790.87,37171.00
August,Services,REI,N/A,42.00,796.60,33457.00
August,Medicines,Medicine,Heragest,479.00,64.27,30787.00
August,Vaccines,Rotarix Vaccine,N/A,10.00,3000.00,30000.00
August,Vaccines,Japanese Encephalitis Vaccine,N/A,7.00,4000.00,28000.00
August,Laboratory,Medical Packages,Buntis Package B,11.00,2481.82,27300.00
August,Laboratory,Clinical Microbiology,Papsmear,34.00,795.79,27057.00
August,Ultrasound,Obstetrics and Gynecology,5D ULTRASOUND,9.00,3000.00,27000.00
August,Laboratory,Medical Packages,Thyroid Function Test,14.00,1800.00,25200.00
August,Vaccines,Varicella Vaccine,N/A,7.00,3500.00,24500.00
August,Others,Non-Stress Test,N/A,23.00,992.22,22821.00
August,Laboratory,Clinical Chemistry,75 Gram OGTT,19.00,1200.00,22800.00
August,Surgeon,Surgery Procedure (4500),N/A,5.00,4500.00,22500.00
August,Vaccines,GARDASIL 9 Vaccine,N/A,2.00,10000.00,20000.00
August,Ultrasound,Obstetrics and Gynecology,Biometry,17.00,1171.76,19920.00
August,Medical Certificate,Medical Certificate,N/A,39.00,497.69,19410.00
August,Vaccines,Tetanus Toxoid Vaccine,N/A,38.00,500.00,19000.00
August,Vaccines,TD Vaccine,N/A,22.00,853.00,18766.00
August,Medicines,Medicine,Cholecalciferol + Calcium (Calvit Gold),1248.00,15.00,18720.00
August,Ultrasound,General Ultrasound,Whole Abdomen,11.00,1626.55,17892.00
August,Vaccines,MMR Vaccine,N/A,7.00,2500.00,17500.00
August,Services,Urology Consultation,N/A,22.00,793.50,17457.00
August,Ultrasound,General Ultrasound,Breast - Chest Ultrasound (Bilateral),10.00,1635.60,16356.00
August,Medicines,Miscellaneous,Tuli After Care Package,19.00,850.00,16150.00
August,Services,Surgery Consultation,N/A,27.00,596.04,16093.00
August,Medicines,Medicine,Multivitamins (Mosvit Elite),749.00,18.00,13482.00
August,Surgeon,Surgery Procedure (2500),N/A,5.00,2500.00,12500.00
August,Medical Certificate,Medical Certificate (with Certified True Copy),N/A,24.00,500.00,12000.00
August,Surgeon,Surgery Procedure (11500),N/A,1.00,11500.00,11500.00
August,Medicines,Family Planning,DMPA (Depotrust),23.00,500.00,11500.00
August,Ultrasound,General Ultrasound,Scrotal Ultrasound (with Doppler),6.00,1700.00,10200.00
August,Ultrasound,Obstetrics and Gynecology,TVS w Follicle Monitoring,6.00,1700.00,10200.00
August,Ultrasound,Obstetrics and Gynecology,3D-4D Ultrasound,4.00,2500.00,10000.00
August,Surgeon,Surgery Procedure (9500),N/A,1.00,9500.00,9500.00
August,Medicines,Medicine,Ferrous + Folic Acid (Prenat),778.00,12.00,9336.00
August,Laboratory,Clinical Chemistry,HIV Screening,14.00,650.00,9100.00
August,Vaccines,Typhoid Vaccine,N/A,3.00,3000.00,9000.00
August,Medicines,Medicine,Metindaz,69.00,130.00,8970.00
August,Medicines,Medicine,Medroxyprogesterone (DB-10),112.00,77.46,8675.00
August,Vaccines,Meningococcal Vaccine,N/A,2.00,4000.00,8000.00
August,Laboratory,Clinical Microbiology,Urine C-S,10.00,800.00,8000.00
August,Laboratory,Hematology,Complete Blood Count (CBC),20.00,400.00,8000.00
August,Services,Ear Piercing,N/A,8.00,1000.00,8000.00
August,Laboratory,Medical Packages,Wellness Package,2.00,3642.00,7284.00
August,Services,Intramuscular Injection,N/A,9.00,784.11,7057.00
August,Ultrasound,Obstetrics and Gynecology,Cervical Length,10.00,700.00,7000.00
August,Services,Cardiology Consultation,N/A,9.00,711.11,6400.00
August,Medical Certificate,Swab Test,N/A,5.00,1200.00,6000.00
August,Medicines,Miscellaneous,DERMLIN,3.00,2000.00,6000.00
August,Ultrasound,Obstetrics and Gynecology,Transrectal,5.00,1200.00,6000.00
August,Medicines,Medicine,Evening Primrose (Primdin),167.00,35.00,5845.00
August,Surgeon,Surgery Procedure (6500),N/A,1.00,5500.00,5500.00
August,Surgeon,Surgery Procedure (5500),N/A,1.00,5500.00,5500.00
August,Medicines,Medicine,Letrozole,35.00,150.00,5250.00
August,Medicines,Medicine,Evening Primrose (PRIMAVIX),140.00,35.00,4900.00
August,Services,Intrauterine Device Removal,N/A,2.00,2300.00,4600.00
August,Vaccines,Gardasil 4 Vaccine,N/A,1.00,4500.00,4500.00
August,Laboratory,Clinical Chemistry,VDRL-RPR,9.00,450.00,4050.00
August,Laboratory,Medical Packages,Lipid Profile,4.00,1000.00,4000.00
August,Medical Certificate,Medical Certificate,N/A,8.00,500.00,4000.00
